type,title,description,country,author,link
jihadi-magazines,Resurgence Magazine #2,Released by jihadology.net,,Al-Qaeda in the Indian Subcontinent,https://azelin.files.wordpress.com/2015/06/al-qc481_idah-e2809cresurgence-2e280b3.pdf
jihadi-magazines,Resurgence Magazine #2,"Second issue of As-Sahab Media Subcontinent's magazine, Resurgence. Published in Summer 2015",,Al-Qaeda in the Indian Subcontinent,https://azelin.files.wordpress.com/2015/06/al-qc481_idah-e2809cresurgence-2e280b3.pdf
jihadi-magazines,Dabiq Magazine #1,"First issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2014/07/islamic-state-22dc481biq-magazine-122.pdf
jihadi-magazines,Dabiq Magazine #1,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2014/07/islamic-state-22dc481biq-magazine-122.pdf
jihadi-magazines,Dabiq Magazine #2,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2014/07/islamic-state-e2809cdc481biq-magazine-2e280b3.pdf
jihadi-magazines,Dabiq Magazine #2,"Second issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2014/07/islamic-state-e2809cdc481biq-magazine-2e280b3.pdf
jihadi-magazines,Dabiq Magazine #3,Released by clarionproject.org,,ISIS,http://media.clarionproject.org/files/09-2014/isis-isil-islamic-state-magazine-Issue-3-the-call-to-hijrah.pdf
jihadi-magazines,Dabiq Magazine #3,"Third issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,http://media.clarionproject.org/files/09-2014/isis-isil-islamic-state-magazine-Issue-3-the-call-to-hijrah.pdf
jihadi-magazines,Dabiq Magazine #4,"Fourth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-422.pdf
jihadi-magazines,Dabiq Magazine #4,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-422.pdf
jihadi-magazines,Dabiq Magazine #5,"Fifth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-522.pdf
jihadi-magazines,Dabiq Magazine #5,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-522.pdf
jihadi-magazines,Dabiq Magazine #6,"Sixth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-622.pdf
jihadi-magazines,Dabiq Magazine #6,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-622.pdf
jihadi-magazines,Dabiq Magazine #7,"Seventh issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-722.pdf
jihadi-magazines,Dabiq Magazine #7,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2015/02/the-islamic-state-e2809cdc481biq-magazine-722.pdf
jihadi-magazines,Dabiq Magazine #8,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2015/03/the-islamic-state-e2809cdc481biq-magazine-8e280b3.pdf
jihadi-magazines,Dabiq Magazine #8,"Eighth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2015/03/the-islamic-state-e2809cdc481biq-magazine-8e280b3.pdf
jihadi-magazines,Dabiq Magazine #9,Released by jihadology.net,,ISIS,https://azelin.files.wordpress.com/2015/05/the-islamic-state-e2809cdc481biq-magazine-9e280b3.pdf
jihadi-magazines,Dabiq Magazine #9,"Ninth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq.",,ISIS,https://azelin.files.wordpress.com/2015/05/the-islamic-state-e2809cdc481biq-magazine-9e280b3.pdf
jihadi-magazines,Dabiq Magazine #10,"Tenth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq., Released by jihadology.net",,ISIS,https://azelin.files.wordpress.com/2015/07/the-islamic-state-e2809cdc481biq-magazine-1022.pdf
jihadi-magazines,Dabiq Magazine #11,"Eleventh issue in English of al-Hayat Media Center's ISIS magazine, Dabiq., Released by jihadology.net",,ISIS,https://azelin.files.wordpress.com/2015/09/the-islamic-state-e2809cdc481biq-magazine-11e280b3.pdf
jihadi-magazines,Dabiq Magazine #12,"Twelfth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq., Released by jihadology.net",,ISIS,https://azelin.files.wordpress.com/2015/11/the-islamic-state-e2809cdc481biq-magazine-12e280b3.pdf
jihadi-magazines,Dabiq Magazine #13,"Thirteenth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq., Released by pietervanostaeyen.com",,ISIS,https://pietervanostaeyen.files.wordpress.com/2015/04/dabiq-13.pdf
jihadi-magazines,Dabiq Magazine #14,"Fourteenth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq., Released by pietervanostaeyen.com",,ISIS,https://pietervanostaeyen.files.wordpress.com/2015/04/dabiq-14.pdf
jihadi-magazines,Dabiq Magazine #15,"Fifteenth issue in English of al-Hayat Media Center's ISIS magazine, Dabiq., Released by jihadology.net",,ISIS,https://azelin.files.wordpress.com/2016/07/the-islamic-state-e2809cdacc84biq-magazine-1522.pdf
jihadi-magazines,Rumiyah Magazine #1,"First issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in September 2016. Released by pietervanostaeyen.com.",,ISIS,https://pietervanostaeyen.files.wordpress.com/2016/09/rumiyah1eng.pdf
jihadi-magazines,Rumiyah Magazine #2,"Second issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in October 2016. Released by pietervanostaeyen.com.",,ISIS,https://pietervanostaeyen.files.wordpress.com/2016/10/rumiyah-02-english.pdf
jihadi-magazines,Rumiyah Magazine #3,"Third issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in November 2016. Released by pietervanostaeyen.com.",,ISIS,https://pietervanostaeyen.files.wordpress.com/2016/11/rumiyah3en.pdf
jihadi-magazines,Rumiyah Magazine #4,"Fourth issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in December 2016. Released by jihadology.net.",,ISIS,http://jihadology.net/2016/12/07/new-release-of-the-islamic-states-magazine-rome-4/
jihadi-magazines,Rumiyah Magazine #5,"Fifth issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in January 2017. Released by jihadology.net.",,ISIS,http://jihadology.net/2017/01/06/new-release-of-the-islamic-states-magazine-rome-5/
jihadi-magazines,Rumiyah Magazine #6,"Sixth issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in February 2017. Released by pietervanostaeyen.com.",,ISIS,https://pietervanostaeyen.files.wordpress.com/2017/02/rumiyah-issue-6.pdf
jihadi-magazines,Rumiyah Magazine #7,"Seventh issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in March 2017. Released by jihadology.net.",,ISIS,https://azelin.files.wordpress.com/2017/03/rome-magazine-7.pdf
jihadi-magazines,Rumiyah Magazine #8,"Eighth issue of al-Hayat Media Center's English-language ISIS magazine, Rumiyah, (aka Rome). Published in April 2017. Released by jihadology.net.",,ISIS,https://azelin.files.wordpress.com/2017/04/rome-magazine-8.pdf
jihadi-magazines,Al Risalah Magazine #1,Released by Pieter Van Ostaeyen.,,Jabhat al-Nusra,https://pietervanostaeyen.files.wordpress.com/2015/07/al-risalah-issue-1-desktop.pdf
jihadi-magazines,Al Risalah Magazine #1,"First issue of Muhajideen in Bilad ash Shaam's magazine, Al Risalah Magazine. Published in July 2015.",,Jabhat al-Nusra,https://pietervanostaeyen.files.wordpress.com/2015/07/al-risalah-issue-1-desktop.pdf
jihadi-magazines,Al Risalah Magazine #2,"Second issue of Muhajideen in Bilad ash Shaam's magazine, Al Risalah Magazine. Published in October 2015., Released by Pieter Van Ostaeyen.",,Jabhat al-Nusra,https://pietervanostaeyen.files.wordpress.com/2015/10/al-risalah-issue-2.pdf
jihadi-magazines,Al Risalah Magazine #3,"Third issue of Muhajideen in Bilad ash Shaam's magazine, Al Risalah Magazine. Published in August 2016., Released by Pieter Van Ostaeyen",,Jabhat al-Nusra,https://pietervanostaeyen.files.wordpress.com/2016/08/al-risalah-issue-3.pdf
jihadi-magazines,Al Risalah Magazine #4,"Fourth issue of Muhajideen in Bilad ash Shaam's magazine, Al Risalah Magazine. Published on January 10, 2017., Released by Pieter Van Ostaeyen",,Jabhat al-Nusra,https://pietervanostaeyen.files.wordpress.com/2017/01/risalah4.pdf
jihadi-magazines,Al Risalah Magazine: Exclusive Interview with Shaykh al-Mujahid Hisham Abu Akram,"Special issue of Muhajideen in Bilad ash Shaam's magazine, Al Risalah Magazine. Published on January 13, 2017., Released by Pieter Van Ostaeyen.",,Jabhat al-Nusra,https://pietervanostaeyen.files.wordpress.com/2017/01/interviewaqim.pdf
journal-indexes,Index Islamicus,"Offers citations to literature on Islam, the Middle East and Muslim areas of Asia and Africa, and Muslim minorities elsewhere. Includes citations to journal articles, conference proceedings, books, and book reviews from 1906 to present.",,,https://tripod.brynmawr.edu/find/Record/.b2641714
journal-indexes,Worldwide Political Science Abstracts,"Provides citations and abstracts of journals in political science and related fields including international relations, law, and public administration/policy. Covers 1975-present. Note: Proquest subscription required.",,,http://search.proquest.com/wpsa/advanced
journal-indexes,Post 9/11 Articles from American Political Science Association Journals,"These archives contain selected articles for public view from the APSA journals American Political Science Review, PS: Political Science & Politics, and Perspectives on Politics.",,,http://www.apsanet.org/content_13152.cfm
journal-indexes,Middle East Research and Information Project,Offers pervious issues of Middle East Research. Note: Requires subscription but is available for Haverford students.,,,http://www.merip.org/mer/mer216/216_zalman.html?ip_login_no_cache=c086d4bd8a2ca873effdafd7de4e1bc6
journal-indexes,Freedom of Information Act Electronic Reading Room,"Declassified articles from Studies in Intelligence, the CIA's In-House Journal",,,https://www.cia.gov/library/readingroom/
news,Marc Lynch's Website,An Arabic international newspaper headquartered in London. Note: Known for its support of the Saudi government.,,,http://www.marclynch.com/category/articles/
news,Counter Extremism Project News & Media,"The Council on Foreign Relations (CFR) is an independent, nonpartisan membership organization, think tank, and publisher. Provides the latest updates and analyses of world events.",,,http://www.counterextremism.com/news-and-media
news,Russia-Eurasia Terror Watch (RETWA),"Contains hundreds of international news items. Material is obtained from non-U.S. open-source political speeches, television programs, radio broadcasts, newspaper articles, periodicals, and books. Discontinued in 2013. Subscription required.",,,http://www.retwa.com/
news,The Long War Journal,"Provides concise, translated,daily briefs covering some of the key political, cultural, economic and opinion pieces appearing via the print, radio and television media of the 22 Arab countries, Iran and the Arab Diaspora. Covers 2005-",,,http://www.longwarjournal.org/
news,Foreign Policy's AfPak Channel,"Gregory Johnsen (Near Eastern Studies Department, Princeton) writes this blog.",,,http://afpak.foreignpolicy.com/
news,United Nations Wire,"This blog is written by Aaron Zelin, a research assistant in the department of politics at Brandeis University.",,,https://www.smartbrief.com/un_wire/index.jsp
news,United Nations News Service,Jihadica.com covers current developments in Jihadism. Contributors are intelligence experts and research fellows in political science and defense studies.,,,http://www.un.org/News/
news,News Bank,"Jarret Brachman, an academic and consultant, writes this blog. Last updated May 2013.",,,http://infoweb.newsbank.com/iw-search/we/Static/?p_product=Breaking&f_location=breaking&p_theme=current&p_action=list&p_nbid=P50X49RCMTMwNzk3OTE0MC42OTk1NTI6MToxMzoxNjUuODIuMTU4LjQ1
news,Al-Jazeera,Commentary from a group of experts. Last post was 3/11/2011.,,,http://www.aljazeera.com/
news,Asharq al-Awsat Newspaper,"A critical view of the War on Terror by a former counter-terrorism analyst, Leah Farrall.",,,http://www.aawsat.net/
news,Council on Foreign Relations,"This is a blog from the Center for New American Security and is dedicated to ""contemporary insurgencies as well as counterinsurgency tactics and strategy."" Last updated July 15, 2013.",,,cfr.org
news,World News Connection,A blog maintained by Pieter Van Ostaeyen that tries to give an objective view of international jihadism.,,,http://wnc.eastview.com/
news,MideastWire.com,"Aymenn Jawad Al-Tamimi is a student at Brasenose College, Oxford University, and a Shillman-Ginsburg Fellow at the Middle East Forum.",,,http://www.mideastwire.com/
news,"Waq al-Waq: Yemen, the Middle East, and the World Beyond",University of Michigan's collection of online newspapers from the Middle East (note that many are in Arabic).,,,http://bigthink.com/blogs/waq-al-waq
news,Jihadology: A Clearinghouse for Jihadi Primary Source Material,,,,http://jihadology.net/
news,Jihadica,,,,http://www.jihadica.com/
news,Cronus,,,,http://jarretbrachman.net/
news,Counterterrorism Blog,,,,http://counterterrorismblog.org/
news,The Blog Formerly Known as All Things Counter Terrorism,,,,http://allthingscounterterrorism.com/
news,Abu Muqawama,,,,http://www.cnas.org/blogs/abu-muqawama
news,"pietervanostaeyen: Musings on Arabism, Islamicism, History and current affairs",,,,https://pietervanostaeyen.wordpress.com/
news,Aymenn Jawad Al-Tamimi,,,,http://www.aymennjawad.org/
news,Arab World News Sources,,,,http://guides.lib.umich.edu/c.php?g=282772&p=1884165
research,"Georgetown University Library: Government, Law, Politics, & International Affairs","A research portal and guide for issues regarding government, law, politics, international affairs, Islam, and more.",,,http://guides.library.georgetown.edu/?mastersubject_id=8
research,UN Human Rights Resources,Portal for human rights documents and organizations within the UN system.,,,http://www.un.org/en/rights/index.shtml
research,Center for Security Studies (CSS): Resources,Previously called the International Relations and Security Network (ISN). A comprehensive database of global research organizations in international relations and security policy with descriptions and links.,,,http://www.isn.ethz.ch/isn/Digital-Library/IR-Directory
research,"Jihad, War, Terrorism, and Peace in Islam","Megasite page intended for student use. Includes numerous links to studies, speeches, translations, and multimedia sources.",,,http://islam.uga.edu/jihad.html
research,Resources: Datasets on Jihadism,"A ""list of sources for quantitative information on Jihadist terrorism."" Sources are divided according to whether they focus on individuals or incidents related to jihad. Many data sets contained within reports, while some directly link to data.",,,http://andrewzammit.org/2013/07/26/resources-datasets-on-jihadism-updated/
research,World Bank E-Library,"Online search portal for over 4,500 World Bank documents. Includes over 1,800 World Bank publications and over 2,700 policy research working papers. Topics covered include: poverty reduction, development, finance, economics, education, legal and judicial",,,http://elibrary.worldbank.org/
research,Digital National Security Archive,"Contains declassified government documents covering U.S. policy toward critical world events – including their military, intelligence, diplomatic and human rights dimensions – from 1945 to the present",,,http://search.proquest.com/dnsa?accountid=11321
sites,World Military Guide,"Information on military conflicts and organizational structure easily divided into regions, states, and topics.",,,http://www.globalsecurity.org/military/world/index.html
sites,Global Policy Forum,"Global Policy Forum is an independent policy watchdog that monitors the work of the United Nations and scrutinizes global policymaking. GPF works particularly on the UN Security Council, the food and hunger crisis, and the global economy.",,,http://www.globalpolicy.org/home.html
sites,Centre for the Study of Violence and Reconciliation,"CSVR is a multi-disciplinary institute involved in research, policy formation, community interventions, service delivery, education and training, as well as providing consultancy services.",,,http://www.csvr.org.za/
sites,Human Rights Data Analysis Group,Benetech Human Rights Data Analysis Group (HRDAG) designs and builds information management solutions and conducts statistical analysis on behalf of human rights projects.,,,https://hrdag.org/
sites,Brookings Institution,"The Brookings Institution is a nonprofit public policy organization based in Washington, DC.",,,http://www.brookings.edu/research
sites,Defense and Security,"The Carnegie Endowment for International Peace ""assess the global war on terror, focusing in particular on promising counter-radicalization programs that aim to rehabilitate former radicals and, ultimately, prevent radicalization.""",,,http://carnegieendowment.org/topic/1282
sites,WMD & CBRN Terrorism Topic,"The Homeland Security Policy Institute at George Washington University ""has long offered key observations and recommendations aimed at enhancing our government-wide capabilities to prevent, plan for, respond to, and manage the consequences of Weapons of M",,,http://homelandsecurity.gwu.edu/wmd-cbrn-terrorism
sites,Violent Intranational Political Conflict and Terrorism Research Laboratory (VIPCAT),"The lab was established in June of 2007 by a grant from the US Department of Homeland Security to facilitate inquiry into the causes and consequences of violent political conflict and terrorism. The lab was moved and re-established at the College of Will	https://www.wm.edu/offices/itpir/vipcat/index.php
Demos Radicalisation and Extremism Programme	The research explores how civil society and government can work to reduce the threat of radicalisation and violent extremism.""",,,http://www.demos.co.uk/research-area/radicalisation-extremism/
sites,US-Russia Initiative to Prevent Nuclear Terrorism,"The US-Russia Initiaitve to Prevent Nuclear Terrorism is a project of the Belfer Center for Science and International Affairs at the Harvard University Kennedy School of Government. ""The US-Russia Initiative to Prevent Nuclear Terrorism seeks to increase",,,http://belfercenter.ksg.harvard.edu/project/62/usrussia_initiative_to_prevent_nuclear_terrorism.html
sites,Triangle Center on Terrorism and Homeland Security (TCTHS),"The Triangle Center on Terrorism and Homeland Security (TCTHS) is a collaborative effort between Duke University, the University of North Carolina at Chapel Hill and RTI International to enhance the understanding of terrorism and the means to combat it t	http://tcths.sanford.duke.edu/
Terrorism Research Center	The Terrorism Research Center in Fulbright College (TRC) was created in 2003 to facilitate research on terrorism, extremist violence, and the effectiveness of intervention strategies.""",,,http://trc.uark.edu/
sites,Terrorist Media Project,The Terrorist Media Project is an initiative of the Foundation for Defense of Democracies.,,,http://www.defenddemocracy.org/issues/terrorist-media/
sites,Terrorism Issue,The Institute of Peace & Conflict Studies provides articles on issues related to terrorism.,,,http://www.ipcs.org/issues/terrorism/
sites,Terrorism and Crime Studies,The Federal Research Division provides reports on terrorism and crime studies.,,,http://www.loc.gov/rr/frd/terrorism.html
sites,Terrorism and National Security,"Terrorism & National Security is a project by the Nelson Center for International and Public Affairs at James Madison University. The Institute ""seeks not only to analyze specific terrorist threats, but also to understand the historical, cultural, philoso",,,http://www.jmu.edu/nelsoninstitute/terror.htm
sites,"Terrorism, Trasnational Crime and Corruption Center (TraCCC)","TraCCC is a research center within the School of Public Policy at George Mason University. TraCCC is the first center in the United States devoted to understanding the links among terrorism, transnational crime and corruption, and to teach, research, tra	http://policy-traccc.gmu.edu/
Stein Program on Counterterrorism and Intelligence	The Washington Institute promotes an American engagement in the Middle East committed to strengthening alliances, nurturing friendships, and promoting security, peace, prosperity, and democracy for the people of the region.""",,,http://www.washingtoninstitute.org/about/research-programs/stein-program-on-counterterrorism-and-intelligence/
sites,Project Fikra,"Project Fikra is an initiative of the Washington Institute for Near East Policy. The Institute ""promotes an American engagement in the Middle East committed to strengthening alliances, nurturing friendships, and promoting security, peace, prosperity, and",,,http://www.washingtoninstitute.org/about/research-programs/project-fikra/
sites,Program on International Terrorism at Elcano Royal Institute,"The Elcano Royal Institute (Real Instituto Elcano) is ""a forum for analysis and debate on international affairs and particularly on Spain’s international relations.""",,,http://www.realinstitutoelcano.org/wps/portal/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3jjYB8fnxBnR19TE2e_kEAjCycjAwgAykdiynuHGsLkydDtQaxuP4_83FT9gtzQiHJHRUUAi0bHtg!!/dl3/d3/L2dJQSEvUUt3QS9ZQnZ3LzZfM1NMTExUQ0FNNTRDTlRRMjNWMTAwMDAwMDA!/
sites,"Philippine Institute for Peace, Violence and Terrorism Research (PIPVTR)","The PIPVTR is ""dedicated to the study of political violence and terrorism and their implications for peace and security.""",,,http://www.pipvtr.com/pipvtr/index.php?section=1
sites,National Terrorism Preparedness Institute,"NTPI aims to provide education and training for our Nation in terrorism awareness and emergency preparedness, response, and recovery.",,,http://terrorism.spcollege.edu/
sites,National Center for Risk and Economic Analysis of Terrorism Events (CREATE),"Established in 2004, CREATE is an interdisciplinary national research center based at the University of Southern California, funded by the U.S. Department of Homeland Security. The Center is focused on risk and economic analysis of the U.S. and comprises	http://create.usc.edu/
Monterey Terrorism Research and Education Program (MonTREP)	MonTREP at the Monterey Institute of International Studies is a research and educational component of the Graduate School of International Policy Studies that conducts in-depth research, assesses policy options, and engages in public education on issues",,,http://montrep.miis.edu/
sites,Competing Visions for Syria and Iraq: The Myth of an anti-ISIS Grand Coalition,Part 2 of 3 installments of ISW and CTP's report for the U.S. grand strategy in destroying ISIS and al-Qaeda,,,http://post.understandingwar.org/report/competing-visions-syria-and-iraq-myth-anti-isis-grand-coalition-0
sites,Jabhat al-Nusra and ISIS: Sources of Strength,Part 3 of 3 installments of ISW and CTP's report for the U.S. grand strategy in destroying ISIS and al-Qaeda,,,http://post.understandingwar.org/report/jabhat-al-nusra-and-isis-sources-strength
sites,Maritime Terrorism Research Center,"MaritimeTerrorism.com is your gateway to Maritime Terrorism, Maritime Security and Maritime Transport Security information.",,,http://www.maritimeterrorism.com/
sites,Mackenzie Institute,"Founded in 1986 in Toronto, the Mackenzie Institute is an independent non-profit organization concerned with issues related to political instability and organized violence. This includes such matters as terrorism, political extremism, warfare and organiz	http://www.mackenzieinstitute.com/
International Centre for the Study of Radicalisation (ICSR)	The aim and mission of ICSR is to educate the public in relation to diplomacy and strategy, public administration and policy, security and counter-terrorism and international conflict resolution. Within this area, we also educate on issues relating to po",,,http://www.icsr.info/
sites,Al Qaeda and ISIS: Existential Threats to the U.S. and Europe,Part 1 of 3 installments of ISW and CTP's report for the U.S. grand strategy in destroying ISIS and al-Qaeda,,,http://www.understandingwar.org/report/al-qaeda-and-isis-existential-threats-us-and-europe
sites,International Center for the Study of Terrorism (ICST),The mission of ICST is to engage in and promote the scientific study of terrorism. It was discontinued in 2013.,,,http://sites.psu.edu/icst/
sites,International Center for Terrorism Studies (ICTS),"The Potomac Institute for Policy Studies established the ICTS in 1998 to ""address the extensive issues surrounding the ever increasing anxiety of modern-day terrorism.""",,,http://www.potomacinstitute.org/academic-centers/international-center-for-terrorism-studies-icts
sites,International Association for Counterterrorism and Security Professionals (IACSP),"IACSP's goals include ""creating a center of information and educational services for those concerned about the challenges now facing all free societies, and promoting professional ethics in the counterterrorism field.""",,,http://www.iacsp.com/main.php
sites,Inter-American Committee Against Terrorism (CICTE),"The main purpose of the Inter-American Committee against Terrorism (CICTE) is to promote and develop cooperation among Member States to prevent, combat and eliminate terrorism.",,,http://www.oas.org/en/sms/cicte/default.asp
sites,Institute for National Security and Counterterrorism (INSCT),"The Institute for National Security and Counterterrorism (INSCT) at Syracuse University provides cutting-edge interdisciplinary research, graduate-level education, and public service on law and policy challenges related to national and international secu	http://insct.syr.edu/
Center for the Middle East Programs at the Baker Institute for Public Policy	Contains publications regarding the Israeli-Palestinian conflict, US-Iranian relations, and women, economics, and Islamic Movements in the Middle East.	http://bakerinstitute.org/center-for-the-middle-east/center-middle-east-programs/
Center for Cyber and Homeland Security (CCHS) Homegrown Terror & Radicalization Topic	Based at George Washington University, the center integrates the Homeland Security Policy Institute & GW's cyber security initiative to research factors leading individuals to become radicalized and violent.	http://homelandsecurity.gwu.edu/homegrown-terror-radicalization
Foreign Policy and Security	Foreign Policy and Security is a National Security Issue at the Center for American Progress. 	http://americanprogress.org/issues/terrorism/view/
Global Terrorism Research Centre (GTReC)	GTReC emerged out of the multidisciplinary Global Terrorism Research Unit, which formed in 2002, and was officially established in 2006 with seed funding from the Department of Premier and Cabinet, State Government of Victoria, as a part of its $5.6 mill",,,http://artsonline.monash.edu.au/gtrec/
sites,ISW Resources on Jabhat al-Nusra: Al-Qaeda's Syria Affiliate,"ISW's Jabhat al-Nusra reports on its goals, power relations, relations with ISIS, the US, the civil war, and local dynamics in Syria.",,,http://www.understandingwar.org/backgrounder/isw-resources-jabhat-al-nusra-al-qaedas-syrian-affiliate
sites,Institute for the Study of War,"ISW provides research, maps, and data on Iraq, Syria, ISIS, Afghanistan, the Ukraine, and topics of Middle East security.",,,http://www.understandingwar.org/
sites,Country Reports: Extremism and Counter-Extremism,"Counter Extremism Project’s Areas of Operation map includes comprehensive reports detailing the history of extremist movements, major terror attacks, and counter-extremism measures country by country.",,,http://www.counterextremism.com/countries
sites,Consortium for Strategic Communication (CSC),"CSC is an initiative of the Hugh Downs School of Human Communication in cooperation with the File and Media Studies Program at Arizona State University. It is composed of an interdisciplinary group of scholars at ASU and partner institutions who are inte	http://csc.asu.edu/
Transnational Threats Project	CSIS's Transnational Threats Project assesses terror, insurgent, and criminal networks and the impact of government responses through targeted field work and an extensive network of specialists. TNT hosts various sub-projects related to global threats.	https://www.csis.org/programs/transnational-threats-project
Chicago Project on Security and Terrorism	The Chicago Project on Security and Terrorism, directed by Robert A. Pape of the University of Chicago, supports broad-based, original research on terrorism and international security.""",,,http://cpost.uchicago.edu/index.php
sites,Center for Strategic and International Studies (CSIS),"A research organization analyzing political strategies regarding cybersecurity, defense, economics, human rights, energy & sustainability, global health, and international development.",,,https://www.csis.org/
sites,Center for the Study of Youth and Political Violence,"The Center engages in research, interventions, program evaluations, and dissemination of information about youth and political conflict. Its goal is to provide research-based information for practitioners and policy-makers who seek to address the needs o	http://youthviolence.tennessee.edu/
Centre for Asymmetric Threat Studies (CATS)	The Centre for Asymmetric Threat and Terrorism Studies (CATS) is a development of the former National Centre for Information Operations Studies (CIOS) at the Swedish National Defence College.""",,,http://www.fhs.se/en/research/research-centres-and-programmes/center-for-asymmetric-threat-studies/about/
sites,Center on Terrorism and Irregular Warfare,"In studying terrorism and irregular warfare, the Center focuses the research capabilities of its staff and the Naval Postgraduate School on an area of critical importance to the national security of the United States.",,,http://www.nps.edu/Academics/Centers/CTIW/
sites,Center on Terrorism and Counterterrorism at the Foreign Policy Research Institute,"The focus of the Center’s research is on terrorists, their strategies and tactics, and their objectives, resources, and capabilities for creating MUD (multilateral unconstrained disruption).",,,http://www.fpri.org/research/terrorism/
sites,John Jay College's Center on Terrorism,"The goals of John Jay College's Center on Terrorism are ""to study terrorism conceptually in ways that are familiar and appropriate for a university and to identify the practical applications of that knowledge in the search for alternative forms of human s",,,http://www.jjay.cuny.edu/center-terrorism
sites,Global Center on Cooperative Security,"The center works to foster ""stronger multilateral partnerships"" across borders in order to create ""inclusive security policies.""",,,http://www.globalct.org/index.php
sites,Center for Terrorism Law (CTL),"The Center for Terrorism Law at St. Mary's University School of Law is a ""legal research center dedicated to the study of legal issues associated with both antiterrorism and counterterrorism.""",,,https://law.stmarytx.edu/academics/center-for-terrorism-law/
sites,The Global Extremist Registry,The Counter Extremism Project maintains a database of the leadership and financiers of extremist groups around the globe. Use the tools below to explore the database.,,,http://www.counterextremism.com/extremists
sites,BBC Country Profiles,"BBC's country and territory profiles provide an instant guide to history, politics and economic background of countries and territories, and background on key institutions.",,,http://news.bbc.co.uk/2/hi/country_profiles/default.stm
sites,Center for Asymmetric Warfare (CAW),"The Center for Asymmetric Warfare is a federal government research center under the Naval Postgraduate School that facilitates the improvement of preparedness and response capabilities of military and civil authorities through training and education, tes	http://www.cawnps.org/
Center for Advancing Microbial Risk Assessment (CAMRA)	CAMRA is the Homeland Security Center of Excellence jointly established with the U.S. Environmental Protection Agency to develop scientific knowledge on the fate and risk of potential bioterrorist and other high priority infectious agents.""",,,http://camra.msu.edu/
sites,Bangladesh Centre for Terrorism Research (BCTR),The Bangladesh Centre for Terrorism Research (BCTR) is an independent think tank devoted to the study of peace and security issues related to South and Southeast Asia and beyond.,,,http://www.bipss.org.bd/index.php/page/bctr
sites,United States Institute of Peace,"The United States Institute of Peace is an independent, nonpartisan, national institution established and funded by Congress. The site includes publications for practitioners, policymakers, and academia (over 400 to date).",,,http://www.usip.org/
sites,IntelCenter,Provides professional terrorist monitoring services.,,,http://intelcenter.com/
sites,South Asian Terrorism Portal (SATP),"SATP focuses on terrorism and low intensity warfare in South Asia, and creates the database and analytic context for research and analysis of all extremist movements in the region.""",,,satp.org
sites,Counter Extremism Project,Research provides helpful and detailed overviews of various extremist groups as well as country reports on extremism and counter-extremism,,,http://www.counterextremism.com/
